id,name,desc,dragon_images
239,Dyona B,"A flying dragon with the power of blessing. The flying gold feathers are said to give blessings. But rumors are always lying in many ways. These feathers have only healing effects, but no blessings. [Available: Mystery. Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_3.png']"
240,Dyona A,"A flying dragon with the power of blessing. The flying gold feathers are said to give blessings. But rumors are always lying in many ways. These feathers have only healing effects, but no blessings. [Available: Mystery. Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_3.png']"
241,Dyona S,"A flying dragon with the power of blessing. The flying gold feathers are said to give blessings. But rumors are always lying in many ways. These feathers have only healing effects, but no blessings. [Available: Mystery. Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_3.png']"
242,Dyona SS,"A flying dragon with the power of blessing. The flying gold feathers are said to give blessings. But rumors are always lying in many ways. These feathers have only healing effects, but no blessings. [Available: Mystery. Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/dyona_3.png']"
243,Conrad B,"Dragon boasting lethal power. Unlike other dragons, it lacks flying ability, but uses powerful physical ability as a weapon. There is a serious disadvantage of forgetting what you think every 10 seconds. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_3.png']"
244,Conrad A,"Dragon boasting lethal power. Unlike other dragons, it lacks flying ability, but uses powerful physical ability as a weapon. There is a serious disadvantage of forgetting what you think every 10 seconds. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_3.png']"
245,Conrad S,"Dragon boasting lethal power. Unlike other dragons, it lacks flying ability, but uses powerful physical ability as a weapon. There is a serious disadvantage of forgetting what you think every 10 seconds. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_3.png']"
246,Conrad SS,"Dragon boasting lethal power. Unlike other dragons, it lacks flying ability, but uses powerful physical ability as a weapon. There is a serious disadvantage of forgetting what you think every 10 seconds. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/conrad_3.png']"
247,Fabregas B,A ferocious magical dragon with the power of vacuum. The power of fierce magical power does not forgive any enemies. The power of magical power that has been blown once has a terrifying ability to pursue the enemy to the end. [Available: Draw Mystery],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_3.png']"
248,Fabregas A,A ferocious magical dragon with the power of vacuum. The power of fierce magical power does not forgive any enemies. The power of magical power that has been blown once has a terrifying ability to pursue the enemy to the end. [Available: Draw Mystery],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_3.png']"
249,Fabregas S,A ferocious magical dragon with the power of vacuum. The power of fierce magical power does not forgive any enemies. The power of magical power that has been blown once has a terrifying ability to pursue the enemy to the end. [Available: Draw Mystery],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_3.png']"
250,Fabregas SS,A ferocious magical dragon with the power of vacuum. The power of fierce magical power does not forgive any enemies. The power of magical power that has been blown once has a terrifying ability to pursue the enemy to the end. [Available: Draw Mystery],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/fabregas_3.png']"
251,Firefury B,"An explosive dragon with the power of a fiercely burning flame. You can fight as long as you maintain your composure even in a burning flame. However, the power rapidly weakens in water or cold places. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_3.png']"
252,Firefury A,"An explosive dragon with the power of a fiercely burning flame. You can fight as long as you maintain your composure even in a burning flame. However, the power rapidly weakens in water or cold places. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_3.png']"
253,Firefury S,"An explosive dragon with the power of a fiercely burning flame. You can fight as long as you maintain your composure even in a burning flame. However, the power rapidly weakens in water or cold places. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_3.png']"
254,Firefury SS,"An explosive dragon with the power of a fiercely burning flame. You can fight as long as you maintain your composure even in a burning flame. However, the power rapidly weakens in water or cold places. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/firefury_3.png']"
255,Stego Dragon B,"A gem-shaped dragon made up of attractive black jewels. This mysterious jewel has the power to arouse fear in the opponent. However, it has no effect on opponents stronger than himself. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_3.png']"
256,Stego Dragon A,"A gem-shaped dragon made up of attractive black jewels. This mysterious jewel has the power to arouse fear in the opponent. However, it has no effect on opponents stronger than himself. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_3.png']"
257,Stego Dragon S,"A gem-shaped dragon made up of attractive black jewels. This mysterious jewel has the power to arouse fear in the opponent. However, it has no effect on opponents stronger than himself. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_3.png']"
258,Stego Dragon SS,"A gem-shaped dragon made up of attractive black jewels. This mysterious jewel has the power to arouse fear in the opponent. However, it has no effect on opponents stronger than himself. [Available: Draw Mystery]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/stego_3.png']"
259,Retentor B,"A specialized dragon that uses the power of the earth freely. One movement causes a variety of perceptual fluctuations. The power is insignificant to a flying dragon, but poses a great threat to a heavy dragon. ","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_3.png']"
260,Retentor A,"A specialized dragon that uses the power of the earth freely. One movement causes a variety of perceptual fluctuations. The power is insignificant to a flying dragon, but poses a great threat to a heavy dragon. ","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_3.png']"
261,Retentor S,"A specialized dragon that uses the power of the earth freely. One movement causes a variety of perceptual fluctuations. The power is insignificant to a flying dragon, but poses a great threat to a heavy dragon. ","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_3.png']"
262,Retentor SS,"A specialized dragon that uses the power of the earth freely. One movement causes a variety of perceptual fluctuations. The power is insignificant to a flying dragon, but poses a great threat to a heavy dragon. ","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/retentor_3.png']"
263,Mist Dragon B,A spooky undead dragon. A mist dragon can hide in other objects and control or control objects. The downside of this technology is that it doesn't work at all for beings with strong mental power. [Available: Draw Mystery],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_3.png']"
264,Mist Dragon A,A spooky undead dragon. A mist dragon can hide in other objects and control or control objects. The downside of this technology is that it doesn't work at all for beings with strong mental power. [Available: Draw Mystery],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_3.png']"
265,Mist Dragon S,A spooky undead dragon. A mist dragon can hide in other objects and control or control objects. The downside of this technology is that it doesn't work at all for beings with strong mental power. [Available: Draw Mystery],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_3.png']"
266,Mist Dragon SS,A spooky undead dragon. A mist dragon can hide in other objects and control or control objects. The downside of this technology is that it doesn't work at all for beings with strong mental power. [Available: Draw Mystery],"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/mist_3.png']"
267,Recruit Dragon B,Singularity dragon with a peculiar growth method. There is always a habit of marking the place where he passed. The act of marking becomes more frequent if nurtured by a kind of stress-relieving method.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_3.png']"
268,Recruit Dragon A,Singularity dragon with a peculiar growth method. There is always a habit of marking the place where he passed. The act of marking becomes more frequent if nurtured by a kind of stress-relieving method.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_3.png']"
269,Recruit Dragon S,Singularity dragon with a peculiar growth method. There is always a habit of marking the place where he passed. The act of marking becomes more frequent if nurtured by a kind of stress-relieving method.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_3.png']"
270,Recruit Dragon SS,Singularity dragon with a peculiar growth method. There is always a habit of marking the place where he passed. The act of marking becomes more frequent if nurtured by a kind of stress-relieving method.,"['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/rikuru_3.png']"
271,Crookers B,"A fantasy dragon that often appears in people's nightmares. It is said to be an unfortunate being, but it is also a symbol of Gilmare. In fact, it is said that the Tamers who dreamed of the Crookers often have Triple Max. Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_3.png']"
272,Crookers A,"A fantasy dragon that often appears in people's nightmares. It is said to be an unfortunate being, but it is also a symbol of Gilmare. In fact, it is said that the Tamers who dreamed of the Crookers often have Triple Max. Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_3.png']"
273,Crookers S,"A fantasy dragon that often appears in people's nightmares. It is said to be an unfortunate being, but it is also a symbol of Gilmare. In fact, it is said that the Tamers who dreamed of the Crookers often have Triple Max. Draw ]","['http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_0.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_1.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_2.png', 'http://cdn.highbrow-inc.com/card/dv1/dv1_thumb/crookas_3.png']"
